id,nombre,apellido,genero,fecha_nacimiento,ocupacion,tipo_cuenta
LA-015-1031,Nkemdirim,Eze,F,1990-08-29,Human Resources Specialist,Current
RI-009-1033,Onyinyechi,Nwadike,M,2009-12-05,Student,Savings
LA-010-1048,Ayodele,Oluwakemi,F,2001-08-04,Student,Savings
RI-010-1024,Happiness,Nnamani,F,1985-12-17,Manager,Current
EN-006-1045,Ifeoma,Nwankwo,F,1986-02-02,Lawyer,Current
LA-015-1182,Oluwapemi,Emeka,F,1989-07-12,Human Resources Specialist,Current
RI-002-1097,Cynthia,Adeolu,M,1999-01-13,Student,Savings
RI-010-1074,Eberechukwu,Brown,F,1994-01-27,Marketing Executive,Savings
FC-003-1032,Bimpe,Alade,M,1995-07-19,Carpenter,Current
LA-012-1091,Oluwatosin,Okereke,F,1984-02-26,Data Analyst,Savings
RI-010-1032,Clinton,Akobo,M,1983-09-27,Mechanic,Savings
LA-008-1044,Ekele,Okafor,M,1989-09-16,Software Developer,Savings
EN-003-1021,Obianuju,Obasi,F,2000-06-21,Student,Savings
KN-005-1038,Bello,Umar,M,1997-11-23,Manager,Savings
KN-003-1078,Musa,Danjuma,F,1982-04-04,Human Resources Specialist,Current
KN-007-1007,Musa,Bello,F,1995-12-22,Engineer,Current
KN-010-1179,Nura,Rabi,M,1989-01-15,Plumber,Savings
RI-006-1092,Joy,Edidiong,M,1998-11-03,Trader,Current
LA-005-1243,Nkele,Bello,M,1996-10-15,Truck Driver,Savings
EN-004-1020,Amaka,Ibe,F,1992-09-08,Lawyer,Savings
EN-002-1053,Ogochukwu,Orji,F,1998-09-19,Trader,Savings
KN-001-1025,Sadiq,Abdullahi,M,1990-01-16,Accountant,Current
FC-002-1029,Umar,Nafisat,M,1987-03-02,Manager,Current
EN-009-1072,Onyekachi,Ezeani,F,2001-06-27,Manager,Savings
EN-009-1036,Ogochukwu,Okechukwu,M,1991-07-16,Human Resources Specialist,Savings
EN-008-1016,Adaeze,Nwosu,F,1994-07-22,Lawyer,Current
FC-005-1014,Abdulsalam,Ismaila,M,1994-05-13,Lawyer,Current
LA-012-1055,David,Bello,M,1991-12-28,Mechanic,Current
FC-004-1021,Zara,Nasiru,F,1995-08-17,Health Professional,Savings
LA-005-1183,Oyindamola,Okafor,F,2003-08-12,Student,Savings
LA-002-1275,Ekpereamaka,Ajayi,F,1999-05-06,Student,Savings
RI-002-1087,Kelechi,Eze,F,2000-01-19,Marketing Executive,Current
FC-002-1041,Eniola,Fagbemi,F,1982-05-26,Engineer,Savings
FC-005-1015,Salisu,Salisu,M,1996-09-24,Lawyer,Current
EN-008-1032,Adaobi,Nwoko,F,1983-09-17,Marketing Executive,Savings
LA-013-1114,Oluwamayowa,Oluwagbemiga,M,1983-03-25,Data Analyst,Savings
EN-006-1096,Chibueze,Okafor,M,1995-12-16,Farmer,Savings
EN-001-1014,Ogochukwu,Nwankwo,F,1981-02-14,Manager,Savings
LA-009-1148,Agboola,Oluwaseun,M,1994-02-15,Marketing Executive,Savings
LA-015-1126,Oluwasegun,Okafor,M,2003-05-03,Engineer,Savings
KN-007-1210,Firdausi,Mariam,M,2002-11-07,Engineer,Savings
LA-006-1172,Cornelius,Oluwamayowa,F,1991-03-11,Accountant,Current
RI-007-1061,Onyeka,Okoro,F,1999-07-19,Trader,Savings
EN-005-1073,Chiemeka,Okafor,F,1999-02-15,Lawyer,Savings
FC-004-1031,Adedeji,Okoye,M,1984-01-13,Data Analyst,Savings
EN-001-1062,Okechukwu,Amaefule,M,2003-03-16,Student,Savings
EN-001-1068,Chibuzo,Eke,M,1995-07-03,Marketing Executive,Current
KN-009-1004,Zainab,Ibrahim,M,2000-06-25,Trader,Savings
KN-009-1099,Halima,Farouq,M,1997-12-08,Lawyer,Current
KN-008-1048,Abubakar,Ibrahim,M,2001-06-05,Student,Savings
EN-008-1039,Chiemeka,Ezeilo,F,1978-07-19,Engineer,Current
LA-001-1030,Olufunmi,Balogun,F,1983-06-08,Accountant,Savings
FC-003-1017,Abdulaziz,Garba,M,1993-12-03,Plumber,Savings
LA-002-1157,Ekele,Oluwatofunmi,F,1987-02-21,Software Developer,Current
EN-001-1048,Chioma,Okeke,M,1996-10-25,Construction Worker,Savings
LA-008-1007,Chinelo,Okafor,F,1985-05-30,Marketing Executive,Savings
FC-002-1009,Chinedu,Okafor,M,1983-12-25,Electrician,Current
FC-001-1005,Chioma,Ezeoke,F,1987-09-15,Lawyer,Savings
EN-008-1048,Ndubuisi,Onwuka,F,1989-02-08,Health Professional,Current
EN-005-1054,Emeka,Amaechi,F,1982-01-11,Lawyer,Current
LA-003-1185,Adewale,Agboola,F,1992-09-18,Software Developer,Current
LA-004-1269,Jesutofunmi,Niyi,M,1983-04-23,Accountant,Savings
RI-006-1111,Adaeze,Aguocha,F,1990-01-26,Lawyer,Savings
KN-004-1004,Sadiya,Mohammed,M,2003-07-30,Construction Worker,Current
KN-009-1013,Shehu,Abdullahi,M,1986-07-19,Carpenter,Current
RI-001-1118,Henry,Okeke,F,2002-06-25,Manager,Savings
RI-002-1016,David,Okoli,M,2001-06-26,Construction Worker,Current
EN-008-1029,Chiamaka,Obi,F,1987-10-25,Manager,Current
KN-002-1103,Suleiman,Muhammad,F,2007-11-21,Trader,Savings
RI-009-1108,Chukwuma,Akpobari,M,1995-10-14,Welder,Savings
LA-001-1097,Oluwadamilola,Oluwafemi,F,1991-03-10,Welder,Current
FC-005-1044,Nnamdi,Onyekachi,F,2001-02-09,Student,Savings
FC-002-1004,Olufemi,Akinwumi,F,1993-07-20,Health Professional,Savings
FC-005-1028,Hakeem,Ekundayo,M,1991-12-17,Manager,Current
KN-007-1045,Umar,Yusuf,F,1988-03-20,Lawyer,Current
EN-004-1081,Chukwuemeka,Okechukwu,F,1988-05-01,Data Analyst,Current
RI-009-1094,Oluwakemi,Nnamani,F,2002-05-05,Student,Savings
EN-002-1054,Enugu,Nwafor,M,1998-07-04,Welder,Savings
LA-004-1138,Blessing,Omolola,M,2001-10-01,Electrician,Savings
KN-008-1187,Hauwa,Abdulsalam,M,2006-11-19,Student,Savings
LA-012-1011,Hakeem,Olumide,F,1999-11-03,Human Resources Specialist,Savings
EN-005-1012,Ifeoma,Okafor,F,2002-02-14,Student,Savings
LA-014-1049,Oluwatimilehin,Oluwabukola,M,1993-10-01,Carpenter,Current
EN-005-1038,Adaobi,Ani,F,1997-04-05,Lawyer,Current
LA-005-1109,Chinyere,Akpan,F,1997-10-08,Trader,Current
KN-004-1091,Maryam,Yakubu,M,1992-08-24,Lawyer,Current
EN-008-1025,Obiajulu,Eze,F,1992-06-16,Lawyer,Current
FC-003-1024,Akubueze,Oladele,M,1995-01-29,Engineer,Savings
EN-009-1049,Oluchi,Okezie,M,1991-04-17,Mechanic,Savings
EN-005-1015,Chidinma,Okezie,F,2003-09-13,Student,Savings
KN-001-1129,Sadiq,Yakubu,F,1982-10-03,Health Professional,Savings
KN-006-1069,Maryam,Ahmed,M,1987-10-20,Mechanic,Current
LA-009-1122,Oluwakemi,Okonkwo,F,1985-01-15,Software Developer,Savings
LA-013-1029,Kehinde,Ademola,M,2008-03-28,Student,Savings
EN-004-1069,Chibuzo,Agu,M,1993-03-15,Marketing Executive,Savings
LA-002-1134,Elijah,Okoye,M,1994-12-20,Human Resources Specialist,Current
KN-006-1136,Sadiya,Yakubu,F,1983-12-23,Health Professional,Current
KN-007-1082,Maryam,Hassan,F,1979-10-24,Engineer,Current
KN-001-1076,Abdulsalam,Ali,F,1982-04-23,Health Professional,Current
LA-014-1177,Chidinma,Onu,M,1987-02-25,Construction Worker,Savings
EN-006-1097,Chizoba,Eke,M,1994-08-23,Trader,Savings
LA-015-1039,Ekpereamaka,Gbolahan,F,1998-08-17,Student,Savings
EN-001-1100,Oluchi,Ibe,M,1992-03-02,Software Developer,Current
EN-004-1032,Oyinyechi,Okonkwo,F,1998-06-07,Software Developer,Current
LA-006-1062,Oluwaseun,Nwankwo,F,2003-09-23,Trader,Current
EN-004-1073,Ngozi,Okonkwo,F,1983-05-26,Marketing Executive,Current
KN-010-1055,Abdulsalam,Abdullahi,F,1996-07-01,Health Professional,Current
RI-010-1029,Victor,Okoroafor,M,2001-09-27,Student,Savings
LA-010-1155,Chinyere,Oluwakemi,M,2002-10-15,Student,Savings
LA-001-1122,David,Nnamdi,M,1983-08-24,Factory Worker,Savings
EN-005-1049,Adaeze,Ezeudu,F,1991-09-29,Trader,Savings
KN-004-1160,Sadiq,Shehu,M,2003-09-18,Trader,Savings
EN-008-1030,Chisom,Uzoh,M,1987-11-05,Marketing Executive,Current
EN-008-1084,Oluchi,Obasi,F,1996-11-25,Manager,Savings
EN-008-1020,Chiagozie,Nwadiogbu,M,2000-03-01,Marketing Executive,Savings
KN-008-1141,Nasiru,Abdulrahman,M,1987-08-06,Accountant,Savings
RI-006-1080,Collins,Obioma,F,2002-09-03,Accountant,Savings
RI-007-1045,Tari,Nwadike,F,2000-11-23,Student,Savings
LA-009-1146,Babajide,Adewale,F,1979-03-19,Data Analyst,Current
LA-003-1017,Babatunde,Ogunleye,F,1995-02-17,Software Developer,Savings
LA-007-1148,Bolaji,Okafor,M,1994-04-17,Truck Driver,Current
RI-003-1015,Precious,Chukwuemeka,F,1981-05-21,Health Professional,Current
LA-014-1106,Anthony,Abimbola,M,1979-08-13,Carpenter,Current
EN-006-1066,Onyinye,Azubuike,F,1996-01-23,Manager,Current
LA-009-1005,Charity,Nnaji,F,2002-12-12,Data Analyst,Savings
LA-015-1053,Efosa,Onyeka,M,1985-12-13,Welder,Savings
LA-010-1191,Edith,Omolabake,M,2002-09-29,Factory Worker,Savings
LA-007-1170,Chukwuka,Ogundele,M,2001-07-27,Data Analyst,Savings
RI-010-1045,Stanley,Akobo,M,1990-02-03,Construction Worker,Savings
KN-002-1116,Khadija,Farouk,F,1996-07-14,Health Professional,Current
LA-012-1119,Damilola,Ilelaboye,M,2003-07-16,Student,Savings
LA-007-1208,Camillus,Okorie,M,1986-01-04,Factory Worker,Current
RI-003-1066,Okechukwu,Eze,F,1983-06-26,Data Analyst,Current
LA-013-1189,Chinelo,Onwuka,M,1989-05-28,Manager,Savings
FC-001-1007,Fatima,Ismaila,F,1985-07-08,Engineer,Current
FC-001-1011,Halima,Fatima,F,2002-07-24,Engineer,Current
KN-005-1059,Umaru,Ahmed,F,2002-09-12,Trader,Current
FC-001-1038,Adebayo,Okafor,F,1988-09-01,Health Professional,Savings
RI-006-1048,Patricia,Okoli,F,1989-03-06,Human Resources Specialist,Current
LA-004-1156,Aladejobi,Oluwabusayo,F,1991-02-28,Engineer,Current
KN-009-1040,Abdulkadir,Abubakar,F,1992-03-27,Marketing Executive,Savings
KN-006-1070,Firdausi,Yakubu,M,1988-01-04,Construction Worker,Current
EN-008-1087,Nkechi,Okoro,F,1998-04-10,Engineer,Savings
FC-004-1039,Chinyere,Daramola,F,1997-02-28,Lawyer,Savings
LA-001-1281,Oluwaseyi,Opeyemi,M,1985-11-10,Human Resources Specialist,Savings
EN-003-1023,Ogochukwu,Onuoha,F,1985-08-14,Health Professional,Current
FC-002-1020,Garba,Ismaila,M,1989-12-17,Welder,Savings
EN-008-1005,Amarachi,Okeke,F,1991-04-02,Health Professional,Current
KN-009-1016,Bello,Mohammed,F,1996-07-24,Accountant,Current
LA-003-1240,Daniella,Oluwabukola,F,2001-06-05,Student,Savings
KN-006-1037,Lawal,Abubakar,F,1994-10-10,Lawyer,Current
LA-015-1059,Jideofor,Nwosu,F,2000-10-26,Student,Savings
KN-010-1025,Hafsatu,Aliyu,F,1988-12-01,Trader,Savings
KN-004-1042,Abdulaziz,Abubakar,M,2001-04-08,Trader,Current
LA-003-1080,Busayo,Adebanjo,F,1988-10-01,Manager,Savings
KN-007-1025,Abdullahi,Bello,F,1978-10-19,Trader,Savings
LA-007-1245,Cornelius,Adekunle,M,1999-10-14,Student,Savings
LA-007-1203,Daniella,Okpara,M,2000-10-11,Student,Savings
KN-008-1024,Khadija,Sani,M,1989-01-31,Engineer,Current
LA-010-1277,Nifemi,Ademola,F,2002-05-19,Trader,Savings
RI-007-1099,Dickson,Amadi,F,1990-05-23,Software Developer,Savings
RI-008-1029,Eze,Briggs,F,1985-08-10,Manager,Current
LA-014-1254,Edidiong,Ekpoh,M,1991-08-20,Truck Driver,Current
FC-004-1001,Chiamaka,Nkwor,F,1991-05-26,Marketing Executive,Current
EN-009-1048,Okechukwu,Uzochukwu,F,1986-11-06,Human Resources Specialist,Current
KN-001-1001,Ibrahim,Suleiman,F,1985-02-10,Marketing Executive,Current
LA-013-1155,Ngozi,Adeyemi,F,1985-12-04,Trader,Savings
RI-006-1042,Kelechi,Adeolu,F,1994-04-15,Trader,Savings
EN-003-1010,Ikemefuna,Orji,M,1986-12-01,Lawyer,Savings
KN-007-1033,Garba,Bala,F,2003-10-02,Accountant,Current
KN-007-1206,Abdullahi,Mustapha,M,2002-07-10,Trader,Savings
FC-002-1036,Chinyere,Adenuga,F,1979-07-08,Health Professional,Savings
LA-005-1221,Akindele,Nkechi,F,2000-04-28,Student,Savings
KN-007-1102,Salisu,Aliyu,M,1996-07-26,Truck Driver,Savings
LA-014-1127,Ifeoluwa,Akinwale,F,1989-03-09,Trader,Savings
LA-002-1103,Alaba,Nwosu,M,1996-04-11,Software Developer,Current
KN-006-1147,Abubakar,Ismaila,M,1994-07-31,Electrician,Savings
LA-015-1216,Babajide,Okpara,F,1978-12-13,Accountant,Savings
LA-008-1202,Charles,Aluko,M,1994-06-12,Construction Worker,Savings
LA-010-1256,Olajide,Adeyemi,M,1990-11-14,Data Analyst,Savings
RI-007-1057,Kelechi,Briggs,F,1999-08-30,Trader,Savings
KN-003-1009,Sani,Abdullahi,F,1990-05-01,Human Resources Specialist,Savings
EN-003-1055,Ogochukwu,Eke,F,1994-05-08,Accountant,Savings
LA-001-1178,Oyindamola,Ngozi,M,1988-12-24,Electrician,Current
LA-005-1128,Beatrice,Onwuka,M,2000-12-30,Health Professional,Current
EN-004-1065,Oluoma,Eke,M,1997-06-24,Data Analyst,Current
RI-001-1020,Chiagozie,Nwadike,F,1987-12-11,Accountant,Savings
KN-003-1022,Rukayya,Bala,M,1999-06-15,Plumber,Savings
LA-009-1051,Pamela,Adegoke,M,1983-04-06,Mechanic,Current
LA-015-1118,Oluwafemi,Okpara,M,1986-06-22,Human Resources Specialist,Current
EN-006-1029,Chiamaka,Okezie,F,1998-09-20,Data Analyst,Savings
RI-007-1108,Collins,Onwuka,M,1986-10-30,Lawyer,Savings
KN-009-1143,Tijjani,Mustapha,F,1999-08-16,Trader,Current
FC-002-1008,Adewale,Adeyemi,M,1994-10-19,Accountant,Current
RI-008-1048,Ikenna,Akobo,F,1991-03-26,Health Professional,Savings
LA-012-1173,Nneoma,Adeleke,M,2000-04-27,Mechanic,Current
RI-003-1025,Joshua,Green,M,1984-07-12,Health Professional,Savings
KN-003-1148,Ismaila,Firdausi,M,1989-10-25,Engineer,Current
LA-002-1073,Confidence,Afolayan,F,1990-03-20,Engineer,Current
KN-005-1118,Sani,Farouq,M,1988-08-09,Truck Driver,Current
FC-004-1018,Danjuma,Tijjani,M,1993-03-27,Truck Driver,Current
RI-002-1021,Emeka,Nwadike,F,1990-08-25,Software Developer,Savings
KN-004-1108,Sadiya,Aliyu,M,1987-06-08,Health Professional,Savings
LA-001-1081,Olufemi,Oladejo,M,1988-01-30,Engineer,Savings
LA-006-1252,Nkechi,Oluwatoyin,F,1983-03-31,Manager,Current
LA-014-1274,Comfort,Makinde,M,1994-07-20,Farmer,Current
RI-010-1026,Ifeoma,Nwachukwu,F,1999-12-01,Trader,Current
LA-012-1029,Bolanle,Adetayo,F,2000-07-30,Data Analyst,Savings
LA-015-1236,Ayo,Eze,F,1996-06-05,Lawyer,Current
EN-008-1060,Chinelo,Ekwueme,M,1997-09-28,Factory Worker,Savings
RI-009-1075,Amarachi,Wike,F,1990-12-08,Health Professional,Current
RI-008-1088,Juliet,Briggs,M,2000-05-10,Student,Savings
LA-005-1014,Adeleye,Adeyemo,F,2001-12-01,Lawyer,Current
RI-007-1016,Austin,Onwuka,M,2003-01-13,Lawyer,Savings
KN-006-1049,Rakiya,Ahmad,M,1994-12-01,Truck Driver,Current
KN-008-1095,Aliyu,Danjuma,M,1980-06-30,Health Professional,Current
EN-007-1085,Ifeoma,Ibe,M,1980-03-04,Accountant,Current
LA-010-1029,Adeola,Okonkwo,F,2004-03-02,Student,Savings
EN-001-1045,Nnamdi,Mbadiwe,F,1985-10-28,Software Developer,Current
KN-006-1081,Garba,Yusuf,F,1987-10-08,Human Resources Specialist,Current
KN-004-1167,Rukayya,Abdulkadir,M,1990-01-24,Human Resources Specialist,Savings
LA-014-1025,Chikodi,Okafor,M,1989-12-05,Truck Driver,Current
LA-008-1283,Akpan,Okpara,M,2002-09-24,Student,Savings
LA-002-1179,Zainab,Abimbola,F,1990-01-09,Manager,Savings
EN-006-1051,Nnamdi,Okeke,F,2003-03-28,Engineer,Current
EN-009-1018,Ngozi,Okafor,F,2001-12-12,Student,Savings
EN-009-1021,Nkemjika,Okafor,M,1993-02-28,Software Developer,Savings
EN-004-1056,Ifeanyi,Orji,M,1985-06-18,Truck Driver,Savings
LA-013-1225,Cyril,Nnamdi,M,2003-05-03,Student,Savings
KN-001-1012,Aliyu,Sani,M,2002-06-13,Trader,Current
KN-008-1154,Abdulrahman,Bashir,M,1987-04-10,Electrician,Savings
LA-012-1076,Hakeem,Ude,M,2003-01-01,Student,Savings
LA-013-1070,Dinah,Okon,M,1994-08-26,Welder,Savings
KN-008-1132,Zara,Lawal,M,1993-10-25,Factory Worker,Current
LA-012-1254,Adeniyi,Ademola,F,1979-08-30,Marketing Executive,Savings
LA-010-1165,Chinyere,Egbeyemi,F,1999-10-25,Health Professional,Current
KN-010-1171,Abdulkadir,Mustapha,F,2003-10-21,Trader,Savings
EN-003-1003,Ifeanyi,Okechukwu,M,1984-12-22,Construction Worker,Current
LA-009-1281,Oluwakemi,Abimbola,F,1992-01-15,Health Professional,Current
KN-003-1106,Nafisat,Hassan,F,1996-04-02,Lawyer,Savings
LA-003-1004,Chidiebere,Okonkwo,M,2000-05-01,Carpenter,Savings
LA-013-1242,Babatunde,Okoye,M,2000-02-04,Factory Worker,Current
LA-009-1048,Omolara,Adekunle,F,1987-12-23,Engineer,Savings
EN-003-1057,Chukwudi,Nnamdi,F,2001-08-31,Data Analyst,Savings
KN-005-1093,Abdullahi,Farouk,F,1984-10-17,Lawyer,Savings
EN-003-1058,Tobechukwu,Ezeudu,F,1987-10-29,Engineer,Current
EN-008-1078,Obioma,Okereke,F,1998-10-23,Accountant,Savings
EN-009-1011,Onyekachi,Orji,M,1994-01-16,Welder,Current
LA-003-1119,Babatunde,Nkechi,F,1986-06-06,Data Analyst,Current
KN-005-1072,Sadiq,Sani,F,1985-12-18,Health Professional,Current
KN-008-1171,Sani,Zainab,F,2000-05-14,Engineer,Savings
RI-001-1055,Emmanuel,Nwachukwu,F,2001-02-11,Student,Savings
RI-004-1015,Precious,Chukwu,F,1998-03-28,Human Resources Specialist,Savings
RI-010-1124,Linda,Brown,F,1993-10-02,Manager,Current
EN-007-1048,Adaobi,Okafor,F,2003-09-19,Manager,Savings
KN-010-1180,Umar,Ismaila,M,1989-07-13,Farmer,Savings
LA-014-1189,Oyindamola,Okeke,F,1996-07-19,Data Analyst,Current
RI-010-1110,Chisom,Onwuka,F,2000-03-27,Student,Savings
KN-005-1078,Zainab,Adamu,M,2000-06-02,Student,Savings
KN-006-1203,Bello,Halima,F,1981-09-13,Marketing Executive,Savings
FC-003-1021,Angela,Onu,F,2002-11-29,Engineer,Savings
EN-002-1044,Adaeze,Nwachukwu,M,1981-06-13,Manager,Savings
FC-003-1004,Chukwuma,Ibe,M,1996-03-15,Electrician,Current
LA-013-1131,Edith,Onyeka,M,2009-09-28,Student,Savings
LA-012-1059,Alfred,Oluwatosin,F,1996-02-22,Lawyer,Current
LA-015-1120,Ada,Nwosu,M,1979-01-26,Carpenter,Savings
LA-015-1046,Aminat,Eze,F,1986-10-04,Lawyer,Current
RI-006-1099,Onyeka,Obi,F,1994-12-22,Marketing Executive,Current
KN-006-1225,Ismaila,Danladi,M,2001-09-10,Lawyer,Savings
EN-009-1063,Ifunanya,Ani,M,1998-07-29,Accountant,Savings
EN-007-1084,Ugochukwu,Ndukwe,M,1997-04-19,Engineer,Savings
RI-002-1072,Chioma,Wike,F,1994-09-11,Health Professional,Current
EN-005-1050,Ifeoma,Agu,M,1981-12-23,Human Resources Specialist,Current
EN-001-1017,Ikenna,Ezeani,M,1996-01-03,Electrician,Current
FC-002-1046,Iretiola,Doyin,M,1987-02-04,Truck Driver,Savings
RI-006-1041,Benjamin,Brown,M,2002-07-24,Data Analyst,Savings
RI-009-1072,Temitope,Okon,M,2001-09-14,Student,Savings
LA-005-1002,Agboola,Oladipo,M,1992-06-11,Health Professional,Current
EN-007-1096,Chidimma,Onyejekwe,F,2002-01-10,Lawyer,Current
EN-006-1014,Ifeoma,Onwuka,F,1990-05-29,Lawyer,Current
EN-006-1050,Onyinye,Okoye,F,1999-02-22,Manager,Current
FC-001-1034,Xaviera,Adetokunbo,F,1992-01-03,Trader,Current
EN-008-1037,Ijeoma,Nwadike,M,1980-11-13,Plumber,Current
FC-004-1019,Ruqayya,Nura,M,1979-02-06,Lawyer,Savings
KN-003-1108,Ahmed,Hassan,M,1987-12-13,Lawyer,Savings
EN-003-1026,Chikaodili,Udeh,F,1991-05-09,Trader,Current
LA-001-1046,Oluwadamilare,Oluwamayowa,F,1979-03-20,Farmer,Savings
LA-015-1193,Jesutofunmi,Adekunle,M,2002-06-04,Manager,Savings
RI-001-1021,Adaobi,Brown,F,2002-09-16,Student,Savings
LA-012-1110,Chukwuma,Okafor,M,1991-02-18,Data Analyst,Current
KN-001-1145,Musa,Maryam,M,1978-06-29,Engineer,Savings
RI-002-1040,Victor,Akpobari,F,2003-09-30,Accountant,Savings
EN-003-1088,Oyinyechi,Obi,F,2000-06-30,Student,Savings
LA-013-1064,Olubunmi,Nwosu,F,1997-01-13,Manager,Savings
LA-001-1043,Chinenye,Adeyemo,F,1980-03-04,Manager,Current
RI-003-1008,Chioma,Pepple,F,1995-09-11,Lawyer,Current
EN-007-1088,Adaobi,Akabueze,M,1993-03-31,Health Professional,Current
EN-003-1018,Chukwuebuka,Ojukwu,M,1993-05-26,Construction Worker,Savings
LA-002-1077,Chinedu,Eze,F,2000-10-16,Manager,Current
FC-002-1033,Constance,Nnamdi,F,2001-01-10,Student,Savings
LA-015-1043,Folasade,Akintoye,F,1984-05-01,Manager,Current
LA-013-1218,Deborah,Adegoke,F,2000-03-29,Lawyer,Savings
EN-002-1046,Okechukwu,Onyia,F,1998-07-24,Trader,Savings
RI-003-1045,Emeka,Okoroafor,F,1982-10-18,Engineer,Savings
FC-005-1033,Olasupo,Emeka,M,2001-10-05,Student,Savings
LA-002-1169,Adebowale,Adeolu,M,1999-05-16,Engineer,Savings
RI-005-1064,Chinyere,Amadi,F,1981-09-18,Manager,Current
KN-009-1026,Halima,Mohammed,M,1994-11-14,Truck Driver,Current
LA-015-1270,Chuka,Ogundele,F,1990-08-04,Trader,Current
LA-010-1264,Boluwatife,Nnaji,M,1995-08-18,Construction Worker,Savings
RI-003-1017,Emmanuel,Green,M,2001-05-23,Student,Savings
LA-012-1141,Oluwatosin,Ugochukwu,F,2009-02-04,Student,Savings
LA-007-1045,Chidiebube,Adeyemi,F,1984-04-12,Marketing Executive,Current
LA-015-1205,Adewale,Adeleke,M,1983-11-13,Manager,Savings
KN-005-1036,Firdausi,Umar,F,2000-03-02,Trader,Current
RI-008-1019,Ugochukwu,Okoli,M,1995-10-09,Manager,Current
EN-002-1069,Chioma,Okezie,M,1990-07-25,Software Developer,Savings
KN-008-1049,Zara,Yusuf,F,1996-10-21,Accountant,Current
RI-007-1055,Michael,Akobo,M,2002-09-17,Student,Savings
EN-009-1073,Chisom,Okafor,F,2003-05-04,Engineer,Current
FC-002-1042,Olumide,Nkele,F,1996-10-05,Health Professional,Current
LA-006-1111,Oluwaseyi,Ojo,F,2004-04-29,Student,Savings
FC-005-1025,Rabi,Ruqayya,M,2003-06-06,Student,Savings
KN-008-1001,Hauwa,Ibrahim,M,1981-05-10,Welder,Current
RI-002-1050,Happiness,Okocha,M,1985-01-22,Carpenter,Savings
KN-002-1219,Fatima,Halima,F,1986-11-15,Marketing Executive,Savings
RI-003-1110,Amarachi,Okafor,M,1992-07-17,Accountant,Current
RI-010-1037,Chidera,Briggs,M,1991-11-11,Carpenter,Current
LA-010-1195,Chiwendu,Eze,M,1997-07-21,Software Developer,Current
LA-014-1233,Dayo,Oluwadare,F,1986-12-18,Data Analyst,Current
KN-010-1042,Fadila,Suleiman,M,1985-08-02,Farmer,Savings
KN-002-1057,Salisu,Umar,F,2001-12-17,Trader,Savings
RI-007-1020,Patricia,Ibezim,M,1983-10-05,Health Professional,Savings
KN-002-1111,Bello,Garba,M,1986-12-21,Manager,Savings
KN-006-1052,Salma,Lawal,F,2002-05-25,Human Resources Specialist,Current
KN-004-1096,Shehu,Danjuma,F,1989-01-31,Accountant,Savings
LA-004-1323,Oluwagbemiga,Amadi,F,1985-10-30,Marketing Executive,Savings
RI-003-1103,Clinton,Obi,M,1985-04-11,Trader,Current
LA-014-1267,Cynthia,Nwankwo,F,1982-06-07,Software Developer,Savings
RI-006-1056,Oladapo,Akpobari,M,2000-04-22,Carpenter,Savings
EN-008-1089,Obianuju,Ndukwe,F,1982-03-03,Lawyer,Savings
LA-002-1122,Bala,Okonkwo,M,1993-01-17,Engineer,Savings
EN-009-1071,Emeka,Orji,F,1992-11-25,Data Analyst,Current
RI-005-1099,Nneka,Obi,F,1990-11-22,Lawyer,Savings
KN-005-1137,Mustapha,Umaru,M,1991-10-31,Trader,Current
LA-013-1166,Edwin,Balogun,F,2003-06-28,Data Analyst,Current
LA-003-1060,Rukayat,Agboola,F,1997-02-02,Human Resources Specialist,Current
KN-008-1086,Bashir,Bello,M,1978-12-28,Accountant,Current
KN-004-1076,Sadiya,Hassan,M,1999-04-27,Trader,Current
EN-007-1015,Chidinma,Udeh,F,1987-03-01,Marketing Executive,Savings
LA-013-1060,Opeyemi,Udom,M,1994-01-25,Welder,Current
LA-012-1218,Oyindamola,Kehinde,F,1991-08-13,Manager,Current
EN-005-1064,Amaka,Okereke,F,1986-05-17,Data Analyst,Current
EN-009-1061,Chidiebere,Nwachukwu,M,1987-07-15,Mechanic,Savings
FC-005-1032,Oluwakemi,Ige,F,2003-01-15,Student,Savings
LA-010-1157,Deborah,Oluwakemi,F,1984-08-04,Engineer,Savings
EN-008-1013,Chinonso,Iwu,M,1993-08-07,Lawyer,Savings
FC-001-1016,Habiba,Lawal,F,1991-03-10,Marketing Executive,Savings
LA-005-1044,Boluwatife,Adebayo,F,1986-11-12,Data Analyst,Savings
LA-009-1080,Nike,Oluwalonimi,M,1991-08-10,Marketing Executive,Current
LA-015-1148,Nkechi,Sanyaolu,M,1995-07-04,Welder,Current
LA-013-1105,Adebayo,Gbenga,M,1999-03-01,Student,Savings
LA-007-1218,Oluwatobiloba,Oladipo,F,2002-10-23,Manager,Savings
RI-002-1052,Chisom,Brown,M,2000-09-02,Student,Savings
RI-002-1102,Chioma,Obinna,F,1999-08-20,Software Developer,Savings
KN-006-1036,Zara,Umar,F,1992-09-08,Health Professional,Savings
LA-001-1274,Adebowale,Adebiyi,F,2003-08-09,Data Analyst,Current
KN-004-1044,Abubakar,Mohammed,F,1990-05-29,Trader,Current
KN-009-1045,Sani,Aliyu,F,1989-06-01,Accountant,Current
FC-004-1033,Chinelo,Akinsanya,M,2001-09-10,Lawyer,Current
